Site,Slope_1_100s
SAMTEX.bot231.2005,0.49076947599141496
SAMTEX.ELZ291A.2008,0.3471291323697076
SAMTEX.kim421.2004,0.6002095732399355
SAMTEX.CPV027.2006,0.33842151451628266
SAMTEX.zim101.2005,-0.25897591392229763
SAMTEX.dmb029.2006,-0.11499646115537203
SAMTEX.sso118.2005,0.16685543646939074
SAMTEX.kim426.2004,0.4563328104931176
SAMTEX.GIB014A.2008,-0.22294803457943033
SAMTEX.wita16.2004,0.9592049928130748
SAMTEX.kap020.2003,0.39732583388928616
SAMTEX.bot406.2005,-0.3548163690182916
SAMTEX.KXT003A_auto.tru.2008,0.2846072294347589
SAMTEX.kap072.2003,
SAMTEX.mof126.2005,-0.2335721524440492
SAMTEX.mak001.2006,0.7876272728025442
SAMTEX.kal010.2008,0.5227624893830051
SAMTEX.mak006.2006,0.517185679605898
SAMTEX.kim434.2004,-0.35718150530598564
SAMTEX.kal017.2008,0.3857727333048046
SAMTEX.rtz420.2005,0.5270497327599439
SAMTEX.kap067.2003,-0.26440797537658717
SAMTEX.dmb102A.2006,0.3983651222315987
SAMTEX.bot413.2005,0.21694276896036918
SAMTEX.kim215.2003-2006,0.35961064215817395
SAMTEX.kap060.2003,
SAMTEX.win013.2006,-0.3125557121438505
SAMTEX.bot414.2005,0.10841404017300788
SAMTEX.k2g008.2006,0.08957534874604947
SAMTEX.GIB010A.2008,0.11559381195926373
SAMTEX.win020.2006,-0.34620944558043065
SAMTEX.kap006.2003,
SAMTEX.rtz414.2005,0.554137004523409
SAMTEX.bot420.2005,-0.07644570083486585
SAMTEX.bot226.2005,0.05941626836212527
SAMTEX.kap001.2003,-0.5349720867827872
SAMTEX.rtz413.2005,0.49276976037371695
SAMTEX.kal024.2008,0.05999507555961475
SAMTEX.CPV001.2006,0.6688140543919165
SAMTEX.zim127.2005,-0.48705925320113036
SAMTEX.mol105.2005,0.20956044315620662
SAMTEX.mof112.2005,0.591573400331512
SAMTEX.kal023.2008,0.026583922033651487
SAMTEX.LOW006B_auto.tru.2008,-0.7871819892002746
SAMTEX.dmb008.2006,-0.37484992853851634
SAMTEX.zim120.2005,0.7659929401869919
SAMTEX.mol102.2005,-0.2928277422067669
SAMTEX.mof115.2005,0.4854216330126591
SAMTEX.kap013.2003,0.8012715262227817
SAMTEX.rtz401.2005,-0.0004330415490601679
SAMTEX.ELZ294A.2008,0.32652808801649436
SAMTEX.rtz207.2005,
SAMTEX.wita40.2005,0.41625257315746156
SAMTEX.oka006.2006,0.14662326297682735
PRIDE.ZAM011A_RH_ZAM00.2011-2012,-0.19336586525053093
SAMTEX.mof107.2005,0.7898143422725715
SAMTEX.kim412.2004,0.5362725928056702
SAMTEX.win003.2006,0.28375702014285265
SAMTEX.GIB006A.2008,0.3667339440445768
SAMTEX.bot205.2005,0.26400078374390085
SAMTEX.win004.2006,0.19314281786765863
SAMTEX.kim424.2004,0.5277275032150421
SAMTEX.kal007.2008,0.2502635079949858
SAMTEX.zim104.2005,-0.45841655038811946
SAMTEX.kim423.2004,0.589918513465921
SAMTEX.san009.2008,0.45833193033050745
SAMTEX.CPV025.2006,0.02842922718028323
SAMTEX.zim103.2005,-0.3733241187149336
SAMTEX.bot416.2005,-0.19803950927909636
SAMTEX.win016.2006,-0.24424832257635823
SAMTEX.bot411.2005,-0.015909923868892253
SAMTEX.kim436.2004,-0.4480495923954029
SAMTEX.mak004.2006,0.47654441670133546
SAMTEX.kim431.2004,0.06094614334960153
SAMTEX.kal012.2008,0.6417443931062086
SAMTEX.sso108.2005,-0.1464651770477347
SAMTEX.mak003.2006,0.7345965973894087
SAMTEX.rtz206.2005,-0.33975552064662745
SAMTEX.kap012.2003,
SAMTEX.wita46.2005,0.831037058408853
SAMTEX.rtz407.2005,0.3721897522418696
SAMTEX.RAK054A.2008,0.24883978152130726
SAMTEX.kim446.2004,-0.7674228018646574
SAMTEX.kim413.2004,0.6317690223260197
SAMTEX.mof106.2005,0.8284365085882639
SAMTEX.mof101.2005,0.5288483872248528
SAMTEX.oka007.2006,0.09530077295835078
SAMTEX.bot227.2005,0.055894538180112835
SAMTEX.rtz415.2005,0.5037486050587808
SAMTEX.mof114.2005,0.6180852822994585
SAMTEX.kal022.2008,0.062098550949024965
PRIDE.ZAM01B_RH_ZAM03B.2011-2012,0.17332168587684274
SAMTEX.mof113.2005,0.5581975123349855
SAMTEX.ETO012A.2008,-0.31986965234305736
SAMTEX.mol104.2005,-0.009482859508066776
SAMTEX.zim126.2005,-0.5798865512831327
SAMTEX.RAK024A.2008,0.616138066509617
SAMTEX.RAK099A.2008,0.13559588040484355
SAMTEX.bot410.2005,-0.18010563403703314
SAMTEX.rtz424.2005,-0.08726483558879342
SAMTEX.mof125.2005,-0.3470382445972951
SAMTEX.mak002.2006,0.7334224167187452
SAMTEX.sso109.2005,-0.07421361178616973
SAMTEX.kim430.2004,0.17056392299677633
SAMTEX.kal014.2008,0.5038272972914329
SAMTEX.kap023.2003,
SAMTEX.kap024.2003,-0.09381613449356638
SAMTEX.RAK020A.2008,0.5322142757884338
SAMTEX.kal001.2008,-0.14781294080505267
SAMTEX.san008.2008,0.5080288511856728
SAMTEX.kim422.2004,0.6108792001334485
SAMTEX.zim102.2005,-0.3803776666828668
SAMTEX.mak010.2006,0.7858106542436668
SAMTEX.bota13.2005,-0.22797480421026053
SAMTEX.kim425.2004,0.4848095315608436
SAMTEX.RAK019A.2008,0.4393767239378312
SAMTEX.wita18.2004,1.2837780485687602
SAMTEX.k2g013.2006,0.5568126257475928
SAMTEX.k2g014.2006,0.5141856928319183
SAMTEX.bot408.2005,-0.3978621718392244
SAMTEX.CPV029.2006,0.27728764216632384
SAMTEX.zim108.2005,-0.21153972891820524
SAMTEX.kim428.2004,0.3243229946502748
SAMTEX.san002.2008,0.48972780693309637
PRIDE.ZAM31B_RH_ZAM39B.2011-2012,0.45311193410940365
SAMTEX.k2g006.2006,-0.3138605303565684
SAMTEX.dmb035.2006,0.260009494876112
SAMTEX.san010.2008,0.5966331902344234
SAMTEX.kal019.2008,0.3629050483266936
SAMTEX.dmb032.2006,0.13197813093603084
SAMTEX.RAK017A.2008,0.3058240214090435
SAMTEX.mak008.2006,0.8241337109305011
PRIDE.ZAM009A_RH_ZAM01.2011-2012,-0.28235561992765856
SAMTEX.rtz418.2005,0.5880010096636317
SAMTEX.NEN001.2006,-0.19418361277233775
SAMTEX.dmb004.2006,-0.028243393969249724
PRIDE.ZAM14B_RH_ZAM15B.2011-2012,-0.1138070444814615
SAMTEX.ETO018A.2008,-0.48663163460917924
SAMTEX.mof119.2005,0.10694596861634541
SAMTEX.dmb003.2006,0.02722427188960202
SAMTEX.kap018.2003,
SAMTEX.kim419.2004,0.7002216274650479
SAMTEX.kof006.2004,0.2642785050023121
SAMTEX.k2g007.2006,-0.2808102350532315
SAMTEX.kap068.2003,-0.264407317032597
SAMTEX.mak009.2006,0.7702514571200617
SAMTEX.sso102.2005,-0.3563057716397739
SAMTEX.kal018.2008,0.358774275434793
SAMTEX.san011.2008,0.6554876231208022
SAMTEX.dmb033.2006,0.15722105454919397
SAMTEX.k2g012.2006,0.5174765919149441
SAMTEX.zim109.2005,-0.2729336889953785
SAMTEX.san003.2008,0.5302823150860387
SAMTEX.kim429.2004,0.26012384025205165
SAMTEX.sso110.2005,0.08033058392464332
SAMTEX.NEN023.2006,0.7345679551333807
SAMTEX.sso117.2005,0.15668140508843573
SAMTEX.botb13.2005,-0.26305436996821974
SAMTEX.ELZ192A.2008,0.20656089101340608
SAMTEX.win038.2006,-0.6092344364950308
SAMTEX.kim418.2004,0.5782817178053684
SAMTEX.dmb010.2006,0.26825895724276294
SAMTEX.kof007.2004,
SAMTEX.dmb017.2006,-0.4064168005178877
SAMTEX.rtz419.2005,0.6208577137990179
SAMTEX.mol108.2005,0.26329589733003406
SAMTEX.mof118.2005,0.21217999179566968
